Participant_ID,Country,Partner,Gender,Town,District,Age_Group,Savings_Program,Leadership_Program,Agriculture_Program,Literacy_Program,n_Programs,FFS,FDS,Months_Enough_Food,Months_Insufficient_Food,Business_Plan,Management_Confidence,Sustainable_Ag_Practices,Minimum_Tillage,Soil_Covered,Crop_Rotation,All_Sustainable_Practices,Increased_Yield,Drought_Disease_Resistance,Sustainable_Useful,Literacy_Helped,Increased_Knowledge,Food_Ran_Out,Vegetables,Fruits
329,Bangladesh,pari,male,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,3,7,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
353,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,3,7,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
290,Bangladesh,pari,male,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,6,8,12,0,has_plan,confident,1,NA,NA,NA,NA,0,0,Useful,NA,1,NA,yes_everyone,yes_everyone
224,Bangladesh,pari,male,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,5,10,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_others
357,Bangladesh,pari,female,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,5,6,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
283,Bangladesh,pari,female,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,4,8,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
228,Bangladesh,pari,male,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,7,9,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,yes,yes_everyone,yes_everyone
307,Bangladesh,pari,male,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,5,11,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
332,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,under_30,no,yes,yes,no,2,6,9,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,yes_everyone,yes_everyone
321,Bangladesh,pari,male,Kharnoi,Kalmakanda,under_30,no,yes,yes,no,2,4,6,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
303,Bangladesh,pari,male,Kharnoi,Kalmakanda,under_30,no,yes,yes,no,2,5,6,12,0,has_plan,confident,1,NA,NA,NA,NA,0,NA,Useful,NA,1,NA,yes_everyone,no_one
365,Bangladesh,pari,male,Rongchati,Kalmakanda,50_plus,no,yes,yes,no,2,3,6,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
204,Bangladesh,pari,male,DOHS,Cantonment,50_plus,yes,yes,yes,yes,4,4,8,9,3,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,yes,1,no,yes_everyone,no_one
222,Bangladesh,pari,male,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,3,7,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
302,Bangladesh,pari,male,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,4,7,12,0,has_plan,confident,1,NA,NA,NA,NA,0,0,Useful,NA,1,NA,yes_everyone,yes_everyone
312,Bangladesh,pari,male,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,4,8,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
286,Bangladesh,pari,male,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,5,8,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,no_one
274,Bangladesh,pari,male,Borkhapon,Kalmakanda,under_30,no,yes,yes,no,2,4,11,10,2,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
308,Bangladesh,pari,female,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,7,9,12,0,has_plan,confident,1,NA,NA,NA,NA,0,1,Useful,NA,1,NA,yes_everyone,no_one
289,Bangladesh,pari,male,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,5,9,12,0,no_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
323,Bangladesh,pari,female,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,5,9,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
328,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,3,6,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
331,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,under_30,no,yes,yes,no,2,4,9,10,2,no_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
234,Bangladesh,pari,male,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,5,11,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
354,Bangladesh,pari,female,KHARNOI,KOLMAKANDA,30_49,no,yes,yes,no,2,5,8,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_others
277,Bangladesh,pari,male,Borkhapon,Kalmakanda,under_30,no,yes,yes,no,2,5,11,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
238,Bangladesh,pari,male,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,5,6,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,no_one,yes_you
355,Bangladesh,pari,female,KHARNOI,KALMAKANDA,30_49,no,yes,yes,no,2,5,9,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
227,Bangladesh,pari,male,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,6,9,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
299,Bangladesh,pari,male,Borkhapan,Kalmakanda,50_plus,no,yes,yes,no,2,4,10,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_you
254,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,4,4,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
352,Bangladesh,pari,female,RONGCHATI,KOLMAKANDA,30_49,no,yes,yes,no,2,6,7,9,3,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
263,Bangladesh,pari,female,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,4,8,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
252,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,5,10,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
319,Bangladesh,pari,male,Kharnoi,Kalmakanda,under_30,no,yes,yes,no,2,5,8,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
242,Bangladesh,pari,male,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,3,8,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
356,Bangladesh,pari,female,KHARNOi,KOLMAKANDA,30_49,no,yes,yes,no,2,5,10,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,yes_everyone,yes_everyone
287,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,4,8,12,0,has_plan,confident,1,NA,NA,NA,NA,0,1,Useful,NA,1,NA,no_one,yes_everyone
218,Bangladesh,pari,male,Nazirpur,Kalmakanda,under_30,no,yes,yes,no,2,6,10,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
231,Bangladesh,pari,male,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,6,7,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
345,Bangladesh,pari,male,RONGCHATI,KALMAKANDA,under_30,no,yes,yes,no,2,3,6,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
217,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,6,11,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
272,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,3,11,11,1,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
324,Bangladesh,pari,male,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,6,9,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
264,Bangladesh,pari,female,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,6,6,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
326,Bangladesh,pari,male,KHARNOI,KALMAKANDA,under_30,no,yes,yes,no,2,6,9,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
245,Bangladesh,pari,female,Kharnoi,Kalmakanda,under_30,no,yes,yes,no,2,6,9,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
220,Bangladesh,pari,male,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,6,8,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
255,Bangladesh,pari,female,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,4,9,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
257,Bangladesh,pari,female,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,4,7,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,no_one,yes_everyone
236,Bangladesh,pari,male,Nazirpur,Kalmakanda,under_30,no,yes,yes,no,2,5,11,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
330,Bangladesh,pari,male,RONGCHATI,KALMAKANDA,50_plus,no,yes,yes,no,2,4,7,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
310,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,6,7,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
273,Bangladesh,pari,male,Borkhapon,Kalmakanda,under_30,no,yes,yes,no,2,6,10,10,2,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
223,Bangladesh,pari,male,Borkhapon,Kalmakanda,under_30,no,yes,yes,no,2,5,8,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_others
344,Bangladesh,pari,male,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,6,7,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
361,Bangladesh,pari,male,Rongchati,Kalmakanda,30_49,no,yes,yes,no,2,5,5,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
225,Bangladesh,pari,male,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,6,7,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
348,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,6,8,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
327,Bangladesh,pari,male,KHARNOI,KALMAKANDA,under_30,no,yes,yes,no,2,5,7,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
253,Bangladesh,pari,female,Nazirpur,Kalmakanda,under_30,no,yes,no,no,1,5,4,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
235,Bangladesh,pari,male,Nazirpur,Kalmakanda,under_30,no,yes,yes,no,2,5,8,8,4,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
240,Bangladesh,pari,female,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,5,9,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
292,Bangladesh,pari,male,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,3,5,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
358,Bangladesh,pari,female,KHARNOI,KOLMAKANDA,30_49,no,yes,yes,no,2,5,8,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
325,Bangladesh,pari,female,KHARNOI,KALMAKANDA,50_plus,no,yes,yes,no,2,4,8,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
316,Bangladesh,pari,male,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,5,7,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
93,Bangladesh,pari,female,"5, Bauniabadh",Mirpur,30_49,yes,no,no,yes,2,6,10,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,yes_everyone,yes_everyone
337,Bangladesh,pari,male,RONGCHATI,KALMAKANDA,50_plus,no,yes,yes,no,2,4,8,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
350,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,50_plus,no,yes,yes,no,2,5,8,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,no_one,yes_everyone
317,Bangladesh,pari,male,Borkhapon,Kalmakanda,under_30,no,yes,yes,no,2,5,8,11,1,has_plan,confident,1,NA,NA,NA,NA,0,0,Useful,NA,1,NA,yes_everyone,yes_everyone
309,Bangladesh,pari,male,Nazirpur,Kalmakanda,under_30,no,yes,yes,no,2,5,9,12,0,has_plan,confident,1,NA,NA,NA,NA,0,1,Useful,NA,1,NA,yes_everyone,yes_everyone
364,Bangladesh,pari,male,Rongchati,Kalmakanda,under_30,no,yes,yes,no,2,3,7,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
247,Bangladesh,pari,female,Kharnoi,Kalmakanda,under_30,no,yes,yes,no,2,5,10,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
278,Bangladesh,pari,male,Borkhapon,Kalmakanda,50_plus,no,yes,yes,no,2,5,10,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
315,Bangladesh,pari,female,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,3,4,12,0,has_plan,confident,1,NA,NA,NA,NA,0,0,Useful,NA,1,NA,yes_everyone,no_one
214,Bangladesh,pari,female,"Kagji para, Borkhapon",Kolmakanda,30_49,no,yes,yes,no,2,4,9,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
336,Bangladesh,pari,male,RONGCHATI,KALMAKANDA,50_plus,no,yes,yes,no,2,4,8,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_others
216,Bangladesh,pari,male,Uttorranigong Karny,Kalmaknda,under_30,no,yes,yes,no,2,6,11,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
221,Bangladesh,pari,male,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,5,8,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
322,Bangladesh,pari,male,Kharnoi,Kalmakanda,under_30,no,yes,yes,no,2,6,10,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
269,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,3,10,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
342,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,5,10,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
276,Bangladesh,pari,female,Borkhapon,Kalmakanda,30_49,no,no,yes,no,1,3,10,10,2,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
262,Bangladesh,pari,female,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,5,8,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
288,Bangladesh,pari,male,Nazirpur,Kalmakanda,50_plus,no,yes,yes,no,2,4,6,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
268,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,3,10,10,2,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
229,Bangladesh,pari,male,kharnoi,Kalmakanda,under_30,no,yes,yes,no,2,4,9,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_you
219,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,7,11,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
282,Bangladesh,pari,female,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,6,7,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,no_one
267,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,3,10,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
285,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,5,9,12,0,has_plan,confident,1,NA,NA,NA,NA,0,0,Useful,NA,1,NA,yes_everyone,yes_everyone
243,Bangladesh,pari,female,Borkhapon,Kalmakanda,under_30,no,yes,yes,no,2,6,11,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
293,Bangladesh,pari,female,Borkhapan,Kalmakanda,30_49,no,yes,yes,no,2,5,8,12,0,has_plan,confident,1,NA,NA,NA,NA,0,0,Useful,NA,1,NA,yes_everyone,no_one
226,Bangladesh,pari,male,Borkhapon,Kalmakanda,50_plus,no,yes,yes,no,2,7,10,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
360,Bangladesh,pari,female,Rongchati,Kalmakanda,30_49,no,yes,yes,no,2,5,6,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,no_one
244,Bangladesh,pari,female,Kharnoi,Kalmakanda,under_30,no,yes,yes,no,2,4,8,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
318,Bangladesh,pari,female,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,5,6,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,no_one,no_one
241,Bangladesh,pari,female,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,4,9,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
271,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,5,11,11,1,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
297,Bangladesh,pari,female,Borkhapon,Kalmakanda,30_49,no,no,yes,no,1,4,8,12,0,has_plan,confident,1,NA,NA,NA,NA,0,0,Useful,NA,1,NA,yes_everyone,yes_everyone
340,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,under_30,no,yes,yes,no,2,3,8,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
266,Bangladesh,pari,female,Nazirpur,Kalmakanda,under_30,no,yes,yes,no,2,4,9,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
281,Bangladesh,pari,female,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,3,7,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
275,Bangladesh,pari,male,Borkhapon,Kalmakanda,30_49,no,yes,yes,no,2,3,10,10,2,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
333,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,4,8,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
351,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,under_30,no,yes,yes,no,2,5,7,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
280,Bangladesh,pari,female,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,3,9,10,2,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
260,Bangladesh,pari,female,Borkhapon,Kalmakanda,50_plus,no,yes,yes,no,2,7,6,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
256,Bangladesh,pari,female,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,6,10,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
335,Bangladesh,pari,male,RONGCHATI,KALMAKANDA,under_30,no,yes,yes,no,2,5,8,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
334,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,4,10,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
251,Bangladesh,pari,female,Nazirpur,Kalmakanda,under_30,no,yes,yes,no,2,5,5,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,no_one,no_one
320,Bangladesh,pari,male,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,7,9,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
248,Bangladesh,pari,female,Nazirpur,Kalmakanda,50_plus,no,yes,yes,no,2,5,5,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
294,Bangladesh,pari,female,Borkhapan,Kalmakanda,30_49,no,yes,yes,no,2,5,7,12,0,has_plan,confident,1,NA,NA,NA,NA,0,0,Useful,NA,1,NA,no_one,yes_you
301,Bangladesh,pari,female,Borkhpan,Kalmakanda,30_49,no,yes,yes,no,2,4,9,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
265,Bangladesh,pari,female,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,3,11,11,1,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
346,Bangladesh,pari,female,Rongchati,Kalmakanda,50_plus,no,yes,yes,no,2,3,6,12,0,no_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
347,Bangladesh,pari,male,Rongchati,Kalmakanda,30_49,no,yes,yes,no,2,5,7,12,0,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
339,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,3,5,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
311,Bangladesh,pari,male,Nazirpur,Kalmakanda,30_49,no,yes,yes,no,2,6,9,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_everyone
296,Bangladesh,pari,female,Borkhapan,Kalmakanda,under_30,no,yes,yes,no,2,4,8,12,0,has_plan,confident,1,NA,NA,NA,NA,0,1,Useful,NA,1,NA,yes_everyone,no_one
343,Bangladesh,pari,female,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,4,10,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
314,Bangladesh,pari,female,Borkhapan,Kalmaknda,under_30,no,yes,yes,no,2,5,8,12,0,has_plan,confident,1,NA,NA,NA,NA,0,0,Useful,NA,1,NA,yes_everyone,yes_everyone
300,Bangladesh,pari,male,Borkhapan,Kalmakanda,30_49,no,yes,yes,no,2,5,7,11,1,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,yes_others
305,Bangladesh,pari,male,Kharnoi,Kalmakanda,30_49,no,yes,yes,no,2,4,9,12,0,has_plan,confident,1,NA,NA,NA,NA,0,0,Useful,NA,1,NA,yes_everyone,yes_everyone
369,Bangladesh,pari,female,Rongchati,Kalmakanda,50_plus,no,yes,yes,no,2,3,4,12,0,no_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,no_one
250,Bangladesh,pari,female,Nazirpur,Kalmakanda,50_plus,no,yes,yes,no,2,3,5,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
338,Bangladesh,pari,male,RONGCHATI,KALMAKANDA,30_49,no,yes,yes,no,2,3,7,11,1,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,no_one
304,Bangladesh,pari,male,Kharnoi,Kalmakanda,under_30,no,yes,yes,no,2,3,7,12,0,has_plan,confident,1,NA,NA,NA,NA,1,0,Useful,NA,1,NA,yes_everyone,no_one
261,Bangladesh,pari,female,Borkhapon,Kalmakanda,under_30,no,yes,yes,no,2,7,8,10,2,has_plan,confident,1,NA,NA,NA,NA,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
